               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  26,            0.041558,            0.057695,           0.0096801,             0.86018,             0.75579,             0.84211,             0.58181,              0.0369,            0.029906,           0.0045972,           0.0019655,           0.0019655,            0.080466
                  27,            0.039788,            0.048494,            0.010262,             0.87224,             0.74783,             0.84817,             0.59248,              0.0359,             0.02955,           0.0045477,           0.0020313,           0.0020313,            0.079731
                  28,            0.042695,            0.053369,            0.010587,              0.8583,             0.77489,             0.85248,             0.59266,            0.035975,             0.02955,            0.004411,           0.0020966,           0.0020966,            0.078997
                  29,            0.040078,            0.052755,           0.0096119,             0.84693,             0.79136,             0.85517,             0.59107,            0.036437,            0.029681,            0.004321,           0.0021613,           0.0021613,            0.078261
                  30,            0.041375,            0.052479,           0.0088794,             0.85607,             0.78142,             0.85091,             0.58716,            0.036441,            0.029451,           0.0042525,           0.0022255,           0.0022255,            0.077525
                  31,            0.040253,            0.055016,           0.0098545,             0.85518,             0.78262,             0.85213,             0.59453,            0.035698,            0.029286,           0.0041434,           0.0022891,           0.0022891,            0.076789
                  32,            0.042064,            0.053071,           0.0096472,               0.864,             0.79327,             0.85614,             0.58315,            0.036203,            0.029076,           0.0041031,           0.0023523,           0.0023523,            0.076052
                  33,            0.041915,            0.053788,           0.0098655,             0.88606,             0.78032,             0.85605,              0.5915,            0.035702,            0.028636,           0.0040405,           0.0024149,           0.0024149,            0.075315
                  34,            0.037793,            0.046933,            0.008963,              0.9013,             0.78149,             0.85861,             0.59065,            0.036415,            0.028524,           0.0039565,            0.002477,            0.002477,            0.074577
                  35,            0.038699,             0.05023,           0.0092628,             0.90133,             0.77683,              0.8604,             0.60214,            0.035798,            0.027968,           0.0039711,           0.0025385,           0.0025385,            0.073839
                  36,            0.039627,            0.051165,           0.0085987,             0.86676,             0.80138,             0.86682,             0.60698,            0.035439,            0.027823,           0.0039386,           0.0025995,           0.0025995,              0.0731
                  37,            0.038589,            0.045951,           0.0093953,             0.89838,              0.7769,             0.86748,              0.6044,            0.035454,            0.027793,           0.0038821,             0.00266,             0.00266,             0.07236
                  38,            0.039585,            0.046761,           0.0084676,             0.90844,             0.79255,             0.87266,             0.61378,            0.034767,            0.027279,           0.0037248,             0.00272,             0.00272,             0.07162
                  39,            0.039572,             0.04501,           0.0080659,             0.89572,             0.78388,             0.87193,             0.61518,            0.035311,            0.027213,           0.0036738,           0.0027794,           0.0027794,            0.070879
                  40,            0.041494,            0.053323,           0.0089041,              0.8909,             0.80185,             0.87708,             0.62245,            0.034929,            0.027396,            0.003706,           0.0028384,           0.0028384,            0.070138
                  41,             0.03893,            0.045348,           0.0076293,             0.89587,             0.78816,             0.86995,             0.62077,            0.035012,            0.027186,           0.0037085,           0.0028967,           0.0028967,            0.069397
                  42,            0.038894,            0.046423,           0.0088489,             0.91282,             0.77859,             0.87246,             0.61333,            0.035496,            0.026914,            0.003661,           0.0029546,           0.0029546,            0.068655
                  43,            0.040336,             0.04637,           0.0078927,             0.88644,             0.79533,             0.87003,             0.60499,            0.036692,            0.026886,           0.0036865,           0.0030119,           0.0030119,            0.067912
                  44,            0.038025,            0.049487,           0.0080223,             0.86649,             0.81229,             0.87079,             0.61695,            0.035751,            0.026809,           0.0036769,           0.0030687,           0.0030687,            0.067169
                  45,            0.037535,            0.048678,           0.0077807,             0.87574,             0.80877,             0.87089,             0.62178,            0.034699,            0.026775,           0.0036496,            0.003125,            0.003125,            0.066425
                  46,            0.039048,            0.051669,           0.0086622,                 0.9,             0.79568,             0.87942,             0.62933,            0.034295,            0.026506,           0.0035625,           0.0031808,           0.0031808,            0.065681
                  47,            0.039421,            0.047664,           0.0087482,             0.89016,             0.82138,             0.88285,               0.622,            0.034451,            0.026493,           0.0035103,            0.003236,            0.003236,            0.064936
                  48,            0.037679,            0.044217,            0.007815,             0.87799,             0.82095,             0.88319,             0.62591,             0.03519,            0.026307,           0.0035462,           0.0032907,           0.0032907,            0.064191
                  49,            0.038332,            0.049806,            0.007998,             0.86532,             0.83007,             0.88161,             0.62187,            0.035267,            0.026103,           0.0034267,           0.0033448,           0.0033448,            0.063445
                  50,            0.038658,            0.046979,           0.0073663,             0.88121,             0.81264,               0.883,             0.61059,            0.035483,            0.025973,           0.0033677,           0.0033985,           0.0033985,            0.062698
                  51,            0.040682,            0.050397,           0.0077116,             0.89723,             0.82396,             0.89159,             0.63718,            0.034126,            0.025602,           0.0032943,           0.0034516,           0.0034516,            0.061952
                  52,            0.038337,            0.047547,            0.006871,             0.89036,             0.82855,             0.89183,             0.63774,            0.033922,            0.025287,           0.0032432,           0.0035041,           0.0035041,            0.061204
                  53,            0.038643,            0.047963,           0.0072609,             0.88589,             0.83362,             0.89369,             0.63446,            0.033958,             0.02491,           0.0032234,           0.0035562,           0.0035562,            0.060456
                  54,            0.037845,            0.045645,           0.0070489,             0.91276,             0.80415,             0.89588,             0.63582,            0.035934,            0.024828,           0.0032371,           0.0036077,           0.0036077,            0.059708
                  55,            0.038402,            0.044959,           0.0074322,             0.92079,             0.80078,             0.89383,             0.64778,            0.033547,            0.024708,           0.0032349,           0.0036587,           0.0036587,            0.058959
                  56,            0.038208,            0.045774,           0.0077857,             0.89605,             0.82159,             0.89602,             0.65219,            0.033706,            0.024747,           0.0031942,           0.0037092,           0.0037092,            0.058209
                  57,            0.036363,            0.048589,           0.0069918,             0.87167,             0.83901,             0.89707,             0.64834,            0.033365,            0.024486,            0.003143,           0.0037591,           0.0037591,            0.057459
                  58,            0.038213,            0.043639,           0.0074933,             0.87338,             0.82584,             0.89519,             0.65057,             0.03348,            0.024775,           0.0032043,           0.0038085,           0.0038085,            0.056709
                  59,            0.039211,            0.046767,           0.0069874,             0.85495,             0.82062,             0.89239,             0.64004,            0.034425,            0.024432,           0.0031679,           0.0038574,           0.0038574,            0.055957
                  60,            0.038249,            0.042637,           0.0076904,             0.88861,             0.82177,             0.88911,             0.64414,            0.033148,            0.024784,           0.0031217,           0.0039057,           0.0039057,            0.055206
                  61,            0.037064,            0.044893,           0.0067042,             0.89848,             0.81967,              0.8938,             0.62849,            0.033904,            0.024845,           0.0030891,           0.0039536,           0.0039536,            0.054454
                  62,             0.03815,            0.049506,            0.006746,             0.84973,             0.82743,             0.88442,             0.61646,             0.03614,            0.024722,           0.0031203,           0.0040009,           0.0040009,            0.053701
                  63,            0.042315,            0.045188,           0.0064658,              0.8595,             0.82104,             0.88461,             0.59817,            0.036755,            0.024754,           0.0031395,           0.0040476,           0.0040476,            0.052948
                  64,            0.043102,            0.046223,           0.0076769,             0.90245,             0.82822,             0.90237,             0.64178,             0.03473,            0.024532,           0.0031336,           0.0040939,           0.0040939,            0.052194
                  65,            0.037565,            0.046803,           0.0073139,             0.88515,             0.84801,             0.89826,             0.64645,            0.033281,            0.024314,           0.0031937,           0.0041396,           0.0041396,             0.05144
                  66,            0.037582,            0.045578,           0.0071555,             0.90972,             0.83934,             0.89995,             0.64161,            0.033767,            0.024276,           0.0032747,           0.0041848,           0.0041848,            0.050685
                  67,            0.038554,            0.049697,           0.0074852,             0.88268,             0.85786,             0.90171,             0.64468,            0.033798,            0.024452,           0.0033031,           0.0042294,           0.0042294,            0.049929
                  68,            0.037184,            0.043779,           0.0076643,             0.87298,             0.84912,             0.91089,             0.65941,            0.033957,            0.024089,           0.0033043,           0.0042736,           0.0042736,            0.049174
                  69,            0.041737,            0.048376,           0.0072161,             0.87953,             0.84682,             0.90707,             0.63845,            0.034652,            0.024514,           0.0033221,           0.0043172,           0.0043172,            0.048417
                  70,            0.040697,            0.044858,           0.0074288,             0.86648,             0.85468,             0.90598,             0.61807,            0.034267,            0.024331,           0.0032335,           0.0043602,           0.0043602,             0.04766
                  71,            0.038002,            0.045904,           0.0079991,             0.88695,             0.84424,             0.91077,              0.6515,            0.032737,            0.023865,           0.0032359,           0.0044028,           0.0044028,            0.046903
                  72,            0.036282,            0.040922,            0.006413,              0.9052,             0.82866,             0.90107,             0.65677,            0.032525,            0.023562,           0.0032318,           0.0044448,           0.0044448,            0.046145
                  73,            0.038652,             0.04126,           0.0078262,             0.91787,             0.83045,             0.90893,             0.65182,             0.03301,            0.023593,           0.0033183,           0.0044863,           0.0044863,            0.045386
                  74,            0.038287,            0.047133,           0.0069378,             0.90618,             0.83763,             0.90572,             0.64815,            0.033639,            0.023473,           0.0032909,           0.0045272,           0.0045272,            0.044627
                  75,            0.039724,             0.04389,           0.0068978,             0.92207,             0.82419,             0.90098,             0.59382,            0.036561,            0.023892,           0.0033166,           0.0045677,           0.0045677,            0.043868
                  76,             0.04145,             0.04141,            0.006648,             0.91212,             0.84363,             0.91266,             0.62225,             0.03522,            0.024035,           0.0034958,           0.0046076,           0.0046076,            0.043108
                  77,            0.039045,            0.042921,           0.0070169,             0.83733,             0.89201,             0.91445,             0.65407,            0.032463,            0.023586,           0.0034204,            0.004647,            0.004647,            0.042347
                  78,            0.037634,            0.043944,           0.0070446,             0.88801,             0.86156,             0.91766,             0.65755,             0.03217,            0.023487,           0.0032998,           0.0046858,           0.0046858,            0.041586
                  79,             0.03837,            0.045264,           0.0065795,             0.89514,             0.84983,             0.91369,             0.62487,            0.035657,            0.024094,           0.0032294,           0.0047241,           0.0047241,            0.040824
                  80,            0.037663,            0.046771,           0.0064632,             0.92341,             0.85725,             0.92162,             0.66064,            0.032337,             0.02357,           0.0032043,           0.0047619,           0.0047619,            0.040062
                  81,            0.038009,            0.044765,           0.0070141,             0.91029,             0.85538,              0.9162,             0.65173,            0.032021,            0.023627,           0.0032243,           0.0047992,           0.0047992,            0.039299
                  82,            0.036972,             0.04024,           0.0063752,             0.86378,             0.86964,             0.91573,             0.62618,            0.033578,            0.022992,           0.0031892,           0.0048359,           0.0048359,            0.038536
                  83,            0.037992,            0.042608,            0.007214,             0.89777,             0.83728,             0.90526,             0.62397,            0.034451,            0.023374,           0.0032177,           0.0048721,           0.0048721,            0.037772
                  84,              0.0393,            0.040774,           0.0063596,             0.88665,             0.86257,             0.91423,             0.63859,            0.032864,            0.023226,           0.0033355,           0.0049078,           0.0049078,            0.037008
                  85,            0.040031,            0.045107,           0.0070748,             0.92112,             0.85468,             0.91549,             0.64761,            0.033503,             0.02327,           0.0033778,            0.004943,            0.004943,            0.036243
                  86,            0.038353,            0.040318,           0.0066664,             0.91947,             0.84099,             0.91132,              0.6523,            0.033678,            0.022917,           0.0034073,           0.0049776,           0.0049776,            0.035478
                  87,            0.037403,             0.04269,           0.0073973,             0.93894,             0.84381,             0.92302,             0.65355,             0.03337,            0.022726,           0.0034172,           0.0050117,           0.0050117,            0.034712
                  88,            0.039576,            0.043349,           0.0071567,             0.92531,             0.84734,             0.92566,              0.6306,             0.03565,            0.023137,           0.0034941,           0.0050453,           0.0050453,            0.033945
                  89,            0.036719,            0.042463,           0.0069471,             0.89349,             0.85434,             0.91694,             0.66707,            0.031455,            0.022728,           0.0034459,           0.0050783,           0.0050783,            0.033178
                  90,            0.036842,            0.041012,           0.0069757,             0.89396,             0.86656,             0.92079,             0.66668,            0.031345,            0.022875,           0.0033256,           0.0051108,           0.0051108,            0.032411
                  91,            0.037345,            0.040838,           0.0067883,             0.90241,             0.85134,             0.91879,             0.64456,            0.033124,             0.02317,           0.0033123,           0.0051428,           0.0051428,            0.031643
                  92,            0.037363,             0.04107,           0.0065047,             0.92527,             0.83898,             0.91824,              0.6562,            0.032184,            0.023809,            0.003274,           0.0051743,           0.0051743,            0.030874
                  93,            0.039225,            0.043248,           0.0061935,             0.92797,             0.83984,             0.92371,             0.63075,            0.033896,            0.022924,           0.0031812,           0.0052052,           0.0052052,            0.030105
                  94,            0.041195,            0.044359,           0.0059606,              0.9098,             0.84441,             0.92137,              0.6301,            0.035306,             0.02311,           0.0032872,           0.0052356,           0.0052356,            0.029336
                  95,            0.039802,            0.044003,              0.0058,             0.90603,             0.85508,             0.92448,             0.64296,            0.032436,             0.02282,           0.0033786,           0.0052655,           0.0052655,            0.028565
                  96,            0.037567,            0.046639,           0.0067671,             0.88834,              0.8758,             0.93115,             0.64501,            0.032576,            0.022956,           0.0033746,           0.0052948,           0.0052948,            0.027795
                  97,              0.0369,            0.038007,           0.0069659,             0.90654,              0.8543,             0.92476,             0.65126,            0.032153,            0.022859,           0.0033759,           0.0053236,           0.0053236,            0.027024
                  98,            0.035365,            0.043125,           0.0068071,             0.90706,             0.86251,             0.92748,             0.67042,             0.03137,            0.022893,           0.0032868,           0.0053519,           0.0053519,            0.026252
                  99,            0.035946,            0.042509,           0.0061669,              0.9256,             0.84978,             0.92735,             0.67027,            0.032035,            0.022656,           0.0032344,           0.0053797,           0.0053797,             0.02548
                 100,            0.037438,            0.043131,           0.0067068,             0.91541,             0.85448,             0.92374,             0.64336,            0.033312,            0.022803,           0.0032367,           0.0054069,           0.0054069,            0.024707
                 101,            0.038119,            0.042928,           0.0071903,             0.90369,             0.84805,             0.92246,             0.63795,            0.033125,            0.023016,           0.0032216,           0.0054336,           0.0054336,            0.023934
                 102,            0.037678,            0.046792,           0.0066328,             0.90301,             0.86573,             0.92508,             0.65155,            0.032105,            0.022805,           0.0032396,           0.0054598,           0.0054598,             0.02316
                 103,            0.035688,             0.04161,           0.0062294,             0.91202,             0.85699,             0.92338,               0.668,             0.03171,            0.022693,           0.0032633,           0.0054854,           0.0054854,            0.022385
                 104,            0.036461,            0.042721,           0.0070776,             0.90731,             0.84608,             0.92207,             0.66557,            0.031136,            0.022491,           0.0032191,           0.0055106,           0.0055106,            0.021611
                 105,            0.037748,            0.045465,           0.0067731,             0.91868,             0.84671,             0.92344,             0.66493,            0.032005,            0.022725,           0.0032431,           0.0055351,           0.0055351,            0.020835
                 106,            0.037151,            0.043048,           0.0062309,             0.91771,             0.85453,             0.92672,             0.65605,            0.032316,             0.02275,           0.0031835,           0.0055592,           0.0055592,            0.020059
                 107,            0.036436,            0.043329,           0.0059122,             0.91026,             0.85584,             0.92157,             0.66729,            0.031502,            0.022643,           0.0031202,           0.0055827,           0.0055827,            0.019283
                 108,             0.03506,            0.038248,            0.006275,             0.87775,             0.86185,             0.91555,             0.65067,            0.032254,            0.022589,           0.0030916,           0.0056058,           0.0056058,            0.018506
                 109,            0.038633,            0.042282,           0.0063565,             0.79753,             0.85913,             0.89569,             0.63759,              0.0345,            0.022434,           0.0030975,           0.0056282,           0.0056282,            0.017728
                 110,            0.039108,            0.043652,           0.0063349,             0.83498,              0.8644,             0.90247,             0.65097,            0.033594,            0.022244,           0.0032312,           0.0056502,           0.0056502,             0.01695
                 111,             0.03926,             0.04168,           0.0066923,             0.86251,             0.85047,             0.91221,             0.65167,            0.033886,            0.022335,           0.0032716,           0.0056716,           0.0056716,            0.016172
                 112,             0.03872,            0.040165,           0.0064159,             0.89249,             0.84595,             0.91194,             0.64309,             0.03368,            0.022482,           0.0032835,           0.0056925,           0.0056925,            0.015393
                 113,            0.039211,            0.045549,           0.0059641,             0.91305,             0.83405,             0.92485,             0.65119,            0.032261,            0.022151,           0.0033198,           0.0057129,           0.0057129,            0.014613
                 114,            0.035777,            0.039062,           0.0064703,             0.90731,             0.85264,             0.92529,             0.66057,            0.032026,            0.021917,           0.0032956,           0.0057327,           0.0057327,            0.013833
                 115,            0.036718,              0.0455,           0.0062541,             0.89965,             0.87243,             0.92709,             0.65894,            0.031005,            0.021731,           0.0033231,            0.005752,            0.005752,            0.013052
                 116,            0.037105,             0.03986,            0.007003,             0.91622,             0.85652,             0.92757,             0.65928,            0.031588,            0.021611,           0.0032314,           0.0057708,           0.0057708,            0.012271
                 117,            0.037592,            0.042741,            0.006086,             0.92833,             0.86108,             0.93612,              0.6623,            0.031837,            0.021928,            0.003248,           0.0057891,           0.0057891,            0.011489
                 118,            0.038047,            0.040769,           0.0058411,              0.9072,              0.8713,              0.9319,              0.6171,            0.033664,            0.022462,           0.0032728,           0.0058068,           0.0058068,            0.010707
                 119,            0.035572,            0.042179,           0.0062864,             0.90489,             0.87365,             0.94406,             0.65862,            0.031495,            0.022176,           0.0033059,            0.005824,            0.005824,            0.009924
                 120,            0.037042,             0.04418,           0.0062351,             0.90521,             0.86502,             0.92778,             0.65318,            0.031162,            0.022125,           0.0032916,           0.0058407,           0.0058407,           0.0091407
                 121,             0.03912,             0.04544,           0.0068599,              0.8929,             0.86929,             0.92461,              0.6459,            0.033961,             0.02233,           0.0032251,           0.0058568,           0.0058568,           0.0083568
                 122,            0.039006,            0.044451,            0.006017,             0.89682,             0.87382,             0.92967,             0.66281,            0.032366,            0.022118,           0.0032339,           0.0058724,           0.0058724,           0.0075724
                 123,            0.038563,            0.042066,           0.0061147,             0.88307,             0.88631,             0.93744,              0.6708,            0.031747,             0.02199,           0.0032608,           0.0058875,           0.0058875,           0.0067875
                 124,            0.036952,            0.038219,           0.0067223,             0.89995,             0.86436,              0.9332,             0.65586,            0.031357,            0.021847,           0.0032969,           0.0059021,           0.0059021,           0.0060021
                 125,            0.037088,            0.048672,           0.0059935,             0.90124,             0.87541,             0.93539,             0.65683,            0.030768,            0.021779,           0.0033422,            0.005875,            0.005875,            0.005875
                 126,             0.03558,            0.037434,           0.0068436,             0.87961,             0.87951,             0.93569,             0.64997,              0.0315,            0.021845,           0.0033181,            0.005875,            0.005875,            0.005875
                 127,             0.03621,            0.038645,           0.0059763,             0.90893,             0.86118,             0.93304,             0.65203,            0.031353,             0.02185,           0.0032941,            0.005842,            0.005842,            0.005842
                 128,             0.03749,            0.043631,           0.0061734,             0.86794,             0.88346,             0.93013,             0.63388,            0.033928,            0.022282,           0.0032779,            0.005809,            0.005809,            0.005809
                 129,            0.037591,            0.045094,            0.005689,             0.91154,             0.85873,             0.93296,             0.65812,            0.031566,            0.021943,           0.0032799,            0.005776,            0.005776,            0.005776
                 130,            0.036379,            0.040363,            0.006804,             0.91675,             0.85471,              0.9309,             0.64671,            0.033013,            0.022657,           0.0032921,            0.005743,            0.005743,            0.005743
                 131,             0.03717,            0.042929,           0.0063585,              0.9236,             0.85508,             0.93882,             0.63583,            0.033801,            0.022435,           0.0033145,             0.00571,             0.00571,             0.00571
                 132,            0.036653,            0.038647,           0.0057506,             0.90949,             0.87351,             0.93004,             0.65609,            0.032093,            0.022264,             0.00339,            0.005677,            0.005677,            0.005677
                 133,            0.036491,            0.039991,           0.0064582,             0.88656,             0.87904,             0.92627,             0.64573,            0.032084,            0.022068,           0.0034197,            0.005644,            0.005644,            0.005644
                 134,             0.03593,            0.045783,           0.0065457,              0.8669,             0.90702,             0.94227,             0.67623,            0.030734,            0.021952,            0.003367,            0.005611,            0.005611,            0.005611
                 135,            0.036449,            0.040997,           0.0061777,             0.91078,              0.8608,             0.94143,             0.67759,            0.030193,            0.021924,           0.0032884,            0.005578,            0.005578,            0.005578
                 136,            0.035955,            0.044268,           0.0057405,             0.91053,             0.86381,             0.94212,             0.66279,            0.031192,            0.022089,           0.0031919,            0.005545,            0.005545,            0.005545
                 137,            0.036874,            0.038631,           0.0063073,             0.86733,             0.88463,             0.94218,             0.65431,            0.032794,            0.022354,           0.0031261,            0.005512,            0.005512,            0.005512
                 138,            0.037453,            0.041616,           0.0065505,             0.93579,             0.83766,             0.93251,             0.65804,            0.031664,            0.022218,           0.0030842,            0.005479,            0.005479,            0.005479
                 139,             0.03519,            0.036662,           0.0062138,             0.90179,             0.88012,             0.93919,             0.64711,            0.033176,            0.022597,           0.0030565,            0.005446,            0.005446,            0.005446
                 140,            0.037699,            0.041128,           0.0055526,             0.91978,             0.86857,             0.93486,             0.65792,            0.031145,            0.022692,            0.003105,            0.005413,            0.005413,            0.005413
                 141,            0.036233,             0.03822,            0.006134,             0.89931,             0.86786,             0.92832,             0.65387,            0.032799,            0.023027,           0.0031047,             0.00538,             0.00538,             0.00538
                 142,            0.037308,            0.038948,           0.0061301,             0.91654,             0.86457,             0.92744,             0.67315,            0.031272,            0.022889,           0.0031342,            0.005347,            0.005347,            0.005347
                 143,            0.036536,            0.040006,           0.0061689,             0.90434,             0.86235,             0.92672,             0.66144,            0.031156,            0.022492,           0.0031125,            0.005314,            0.005314,            0.005314
                 144,            0.036551,            0.044187,            0.005952,             0.92592,               0.868,             0.94461,             0.67139,            0.031264,            0.022343,            0.003075,            0.005281,            0.005281,            0.005281
                 145,            0.035425,            0.040933,           0.0058771,             0.93925,             0.85282,             0.93324,             0.67054,            0.030923,            0.022136,           0.0030566,            0.005248,            0.005248,            0.005248
                 146,             0.03573,            0.037643,           0.0061484,             0.92306,             0.85747,             0.93929,             0.66544,            0.030492,            0.021872,           0.0030353,            0.005215,            0.005215,            0.005215
                 147,            0.034465,            0.038905,           0.0053517,             0.84541,             0.91346,             0.93457,             0.68564,            0.030485,            0.021749,           0.0030185,            0.005182,            0.005182,            0.005182
                 148,            0.035988,            0.040704,           0.0057185,             0.87838,             0.88517,             0.93584,             0.68164,            0.029909,            0.021399,           0.0029761,            0.005149,            0.005149,            0.005149
                 149,            0.035199,            0.043291,           0.0060423,             0.87411,             0.89437,             0.93648,             0.66903,            0.030536,            0.021464,           0.0029573,            0.005116,            0.005116,            0.005116
                 150,            0.034758,            0.041611,           0.0059397,              0.8911,             0.89085,             0.94299,              0.6933,             0.02931,             0.02085,           0.0029088,            0.005083,            0.005083,            0.005083
                 151,            0.034146,            0.038257,            0.005753,              0.8796,             0.89326,             0.93762,             0.68737,            0.030447,            0.020926,           0.0028828,             0.00505,             0.00505,             0.00505
                 152,            0.036243,             0.04089,           0.0059965,             0.85528,              0.8992,             0.93543,             0.69395,            0.031289,            0.021161,           0.0028781,            0.005017,            0.005017,            0.005017
                 153,            0.034764,            0.039522,           0.0060564,             0.91571,             0.88506,              0.9426,             0.70023,            0.029667,             0.02098,           0.0028701,            0.004984,            0.004984,            0.004984
                 154,            0.035291,            0.037736,            0.005699,             0.84404,               0.946,              0.9516,             0.70469,            0.029329,            0.021092,           0.0028725,            0.004951,            0.004951,            0.004951
                 155,            0.034014,            0.039043,           0.0048691,             0.89292,             0.89927,             0.94718,             0.68273,            0.029837,            0.020922,           0.0028423,            0.004918,            0.004918,            0.004918
                 156,            0.032866,            0.036166,            0.004975,             0.91672,              0.8861,             0.95015,             0.71032,            0.028813,            0.020811,           0.0028367,            0.004885,            0.004885,            0.004885
                 157,            0.033364,            0.039779,           0.0051671,             0.90175,             0.90039,             0.95087,             0.69906,            0.029787,            0.020892,             0.00283,            0.004852,            0.004852,            0.004852
                 158,            0.033382,            0.038046,           0.0056457,             0.89881,             0.89683,             0.95319,             0.69571,            0.029389,            0.020749,           0.0028225,            0.004819,            0.004819,            0.004819
                 159,            0.035562,            0.040692,           0.0059491,             0.91833,             0.90059,             0.95203,             0.70358,             0.02916,            0.020599,            0.002818,            0.004786,            0.004786,            0.004786
                 160,            0.035065,             0.04217,           0.0060491,             0.85125,             0.93611,             0.95072,             0.68327,            0.029984,             0.02056,           0.0028191,            0.004753,            0.004753,            0.004753
