               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  13,            0.043789,            0.063559,            0.014164,             0.78806,             0.73613,             0.79653,             0.53291,            0.038306,            0.033707,           0.0065378,           0.0010624,           0.0010624,            0.089962
                  14,            0.042903,             0.05904,            0.012606,             0.79099,             0.74066,             0.80154,             0.53976,             0.03793,            0.033284,           0.0063854,            0.001135,            0.001135,            0.089235
                  15,            0.041925,            0.058132,            0.012499,             0.80572,             0.73651,             0.80455,             0.54143,            0.037698,            0.032925,           0.0062018,           0.0012071,           0.0012071,            0.088507
                  16,            0.041321,            0.052342,            0.012839,             0.84424,             0.70576,             0.80724,             0.54554,            0.037747,             0.03259,           0.0060709,           0.0012787,           0.0012787,            0.087779
                  17,            0.042532,            0.061113,            0.012996,             0.85074,             0.71052,             0.81461,              0.5513,            0.037983,            0.032542,           0.0058566,           0.0013498,           0.0013498,             0.08705
                  18,            0.042347,            0.063926,            0.012391,             0.83392,             0.73986,             0.81756,             0.55912,            0.037212,             0.03223,           0.0056904,           0.0014203,           0.0014203,             0.08632
                  19,            0.041641,            0.060108,            0.011656,             0.82158,             0.75531,             0.82338,             0.56592,            0.036939,             0.03198,           0.0055109,           0.0014903,           0.0014903,             0.08559
                  20,            0.042355,            0.054549,            0.011796,             0.82877,             0.75844,             0.82363,               0.572,            0.036916,            0.031369,           0.0053775,           0.0015598,           0.0015598,             0.08486
                  21,            0.041108,             0.05608,            0.010572,             0.84361,             0.75157,              0.8285,             0.56469,            0.037195,            0.030983,           0.0052525,           0.0016287,           0.0016287,            0.084129
                  22,             0.04108,            0.055356,            0.011231,             0.82738,             0.76576,             0.83297,             0.56697,            0.036925,             0.03067,           0.0050905,           0.0016971,           0.0016971,            0.083397
                  23,             0.04074,            0.055947,              0.0116,             0.83662,             0.76485,             0.83182,             0.57467,            0.036937,             0.03047,           0.0050088,            0.001765,            0.001765,            0.082665
                  24,            0.040269,            0.053372,            0.011058,             0.86757,             0.75584,             0.83544,             0.57538,            0.036924,            0.030319,           0.0050094,           0.0018324,           0.0018324,            0.081932
                  25,            0.041951,            0.053501,            0.010004,             0.85836,             0.75546,             0.84144,             0.57754,            0.036875,            0.030135,           0.0047657,           0.0018992,           0.0018992,            0.081199
                  26,            0.041567,            0.057702,           0.0096857,             0.86396,             0.75594,             0.84234,             0.58358,            0.036857,            0.029912,            0.004601,           0.0019655,           0.0019655,            0.080466
                  27,            0.039772,            0.048486,            0.010266,             0.87306,              0.7467,             0.84905,             0.59456,            0.035871,            0.029569,           0.0045597,           0.0020313,           0.0020313,            0.079731
                  28,             0.04269,             0.05338,            0.010589,             0.85772,             0.77505,             0.85039,             0.59443,            0.035978,            0.029562,           0.0044145,           0.0020966,           0.0020966,            0.078997
                  29,            0.040108,            0.052771,            0.009612,             0.85379,             0.78464,             0.85086,             0.58803,            0.036534,            0.029683,           0.0043207,           0.0021613,           0.0021613,            0.078261
                  30,            0.041337,            0.052475,           0.0088712,             0.85522,             0.78264,             0.85136,             0.59174,            0.036237,            0.029425,           0.0042564,           0.0022255,           0.0022255,            0.077525
                  31,            0.040248,            0.055021,           0.0098555,             0.85179,             0.78391,              0.8512,             0.59179,            0.035833,            0.029318,           0.0041443,           0.0022891,           0.0022891,            0.076789
                  32,            0.042167,            0.053075,           0.0096434,             0.85893,             0.79397,             0.85471,             0.58541,            0.036334,            0.029088,           0.0041048,           0.0023523,           0.0023523,            0.076052
                  33,             0.04206,            0.053808,           0.0098859,              0.8852,             0.78096,              0.8556,             0.59164,            0.035736,            0.028655,           0.0040496,           0.0024149,           0.0024149,            0.075315
                  34,            0.037801,            0.046926,             0.00897,             0.90701,             0.78124,             0.85849,             0.58712,            0.036456,             0.02859,           0.0039631,            0.002477,            0.002477,            0.074577
                  35,            0.038691,            0.050289,           0.0092664,             0.90383,             0.77496,              0.8609,             0.60749,            0.035648,            0.027927,           0.0040003,           0.0025385,           0.0025385,            0.073839
                  36,            0.039574,            0.051161,           0.0086107,             0.86675,             0.79784,             0.86322,             0.60722,            0.035689,            0.027839,           0.0039424,           0.0025995,           0.0025995,              0.0731
                  37,            0.038746,            0.045947,           0.0093868,             0.89088,             0.78318,             0.86667,             0.60142,            0.035596,            0.027795,           0.0038947,             0.00266,             0.00266,             0.07236
                  38,            0.039619,            0.046742,           0.0084832,             0.90556,             0.79188,             0.87212,             0.61427,            0.034629,            0.027207,           0.0037263,             0.00272,             0.00272,             0.07162
                  39,            0.039586,            0.045048,            0.008085,             0.87569,             0.79531,             0.87011,              0.6151,            0.035326,            0.027196,           0.0036705,           0.0027794,           0.0027794,            0.070879
                  40,            0.041398,            0.053348,           0.0089326,             0.91845,             0.78441,              0.8783,             0.61765,            0.034959,            0.027411,           0.0036973,           0.0028384,           0.0028384,            0.070138
                  41,            0.038933,            0.045349,           0.0076204,             0.89335,             0.78391,             0.86591,             0.61667,            0.034974,            0.027165,           0.0037074,           0.0028967,           0.0028967,            0.069397
                  42,            0.038823,            0.046446,           0.0088614,             0.91234,             0.77938,             0.87441,             0.61025,            0.035341,             0.02688,            0.003652,           0.0029546,           0.0029546,            0.068655
                  43,            0.040366,            0.046341,           0.0078932,             0.88943,             0.79773,             0.87293,             0.60361,            0.036629,             0.02686,           0.0036688,           0.0030119,           0.0030119,            0.067912
                  44,            0.038065,            0.049497,           0.0080081,             0.87191,             0.80976,             0.87232,              0.6177,            0.035711,             0.02679,            0.003667,           0.0030687,           0.0030687,            0.067169
                  45,            0.037603,            0.048688,            0.007764,             0.87105,             0.81403,             0.87012,             0.61833,            0.034708,            0.026754,           0.0036586,            0.003125,            0.003125,            0.066425
                  46,            0.038969,            0.051632,           0.0086957,             0.90144,              0.7977,             0.88031,             0.62808,            0.034195,            0.026466,           0.0035849,           0.0031808,           0.0031808,            0.065681
                  47,             0.03936,            0.047639,           0.0087521,             0.88474,             0.82291,             0.88206,             0.61576,            0.034572,            0.026492,            0.003527,            0.003236,            0.003236,            0.064936
                  48,            0.037332,            0.044181,           0.0077993,             0.88325,             0.81655,             0.88212,             0.62964,             0.03497,            0.026286,           0.0035686,           0.0032907,           0.0032907,            0.064191
                  49,            0.037457,            0.049661,           0.0079917,             0.85433,             0.83281,             0.88174,             0.62575,            0.035185,            0.026044,           0.0034354,           0.0033448,           0.0033448,            0.063445
                  50,            0.038552,            0.046974,           0.0073404,             0.89374,             0.81528,              0.8877,             0.60959,            0.035509,            0.025999,           0.0033767,           0.0033985,           0.0033985,            0.062698
                  51,            0.040466,              0.0504,           0.0076935,             0.89531,             0.82716,             0.89242,             0.63725,            0.033982,            0.025611,           0.0032951,           0.0034516,           0.0034516,            0.061952
                  52,            0.038307,            0.047514,           0.0068449,             0.88565,             0.82851,             0.88994,             0.63903,            0.034091,            0.025287,           0.0032349,           0.0035041,           0.0035041,            0.061204
                  53,            0.038693,             0.04795,           0.0072165,               0.903,             0.82396,             0.89451,             0.63294,            0.034295,            0.024921,           0.0032178,           0.0035562,           0.0035562,            0.060456
                  54,            0.037998,            0.045625,           0.0070325,             0.90919,             0.81442,             0.89749,             0.62995,            0.036254,            0.024858,           0.0032208,           0.0036077,           0.0036077,            0.059708
                  55,            0.038482,             0.04499,           0.0074038,             0.91965,             0.80748,             0.89356,             0.64512,            0.033077,            0.024679,           0.0032276,           0.0036587,           0.0036587,            0.058959
                  56,            0.038009,            0.045762,           0.0077785,              0.9018,             0.82129,             0.89575,             0.64511,            0.033973,            0.024818,           0.0031834,           0.0037092,           0.0037092,            0.058209
                  57,            0.036451,            0.048564,           0.0069337,             0.88042,             0.83538,             0.89794,             0.65107,             0.03336,            0.024563,           0.0031319,           0.0037591,           0.0037591,            0.057459
                  58,            0.038219,            0.043623,           0.0075004,             0.84911,             0.83716,             0.89243,             0.63255,            0.033477,            0.024792,           0.0031844,           0.0038085,           0.0038085,            0.056709
                  59,            0.038943,            0.046769,           0.0069825,              0.8613,             0.81594,             0.88854,              0.6253,            0.034623,            0.024438,           0.0031443,           0.0038574,           0.0038574,            0.055957
                  60,            0.038431,            0.042631,           0.0076534,             0.88986,             0.81962,             0.88785,             0.63779,            0.033582,            0.024614,           0.0030919,           0.0039057,           0.0039057,            0.055206
                  61,            0.037246,            0.044771,           0.0066666,             0.90574,             0.82684,             0.89856,             0.63261,            0.033077,            0.024706,           0.0030857,           0.0039536,           0.0039536,            0.054454
                  62,            0.037937,            0.049447,           0.0067467,             0.88164,             0.79846,             0.88474,             0.61136,            0.036417,            0.024826,           0.0030907,           0.0040009,           0.0040009,            0.053701
                  63,            0.042739,            0.045329,           0.0064433,             0.89519,              0.8173,             0.89539,             0.60185,            0.036901,            0.024693,           0.0031056,           0.0040476,           0.0040476,            0.052948
                  64,            0.043398,            0.046335,           0.0076861,             0.89449,             0.84155,             0.90102,             0.64295,            0.033982,              0.0245,           0.0031279,           0.0040939,           0.0040939,            0.052194
                  65,             0.03797,            0.046917,           0.0072911,             0.90661,             0.83046,             0.90446,             0.63693,            0.034223,             0.02458,           0.0032141,           0.0041396,           0.0041396,             0.05144
                  66,            0.039116,            0.045836,           0.0072099,             0.87424,             0.84116,             0.89467,             0.62631,            0.035275,            0.024526,           0.0033157,           0.0041848,           0.0041848,            0.050685
                  67,            0.039564,            0.049763,           0.0074965,             0.87445,             0.85033,             0.89943,             0.64423,            0.034322,            0.024423,           0.0033559,           0.0042294,           0.0042294,            0.049929
                  68,            0.037296,            0.043741,           0.0076934,              0.8738,             0.82213,             0.89187,             0.64491,            0.035042,            0.024169,           0.0033775,           0.0042736,           0.0042736,            0.049174
                  69,            0.039484,             0.04823,            0.007321,             0.91699,             0.84096,             0.91214,              0.6576,            0.032885,            0.024056,           0.0032742,           0.0043172,           0.0043172,            0.048417
                  70,            0.038881,              0.0444,           0.0075722,             0.88404,             0.83862,             0.91582,             0.64356,             0.03297,            0.023989,            0.003184,           0.0043602,           0.0043602,             0.04766
                  71,             0.03791,            0.045855,            0.008052,             0.93369,             0.82921,             0.92794,             0.66648,            0.032027,            0.023755,           0.0031935,           0.0044028,           0.0044028,            0.046903
                  72,            0.036347,            0.041035,           0.0063948,             0.91727,             0.83283,             0.91368,             0.65847,            0.033356,            0.023696,           0.0032195,           0.0044448,           0.0044448,            0.046145
                  73,            0.039879,            0.041683,           0.0079653,             0.92735,             0.83147,             0.91409,             0.65666,            0.033135,            0.023725,           0.0032961,           0.0044863,           0.0044863,            0.045386
                  74,            0.037956,            0.047144,           0.0069758,             0.90822,             0.83485,               0.906,             0.64302,            0.032734,            0.023394,           0.0033289,           0.0045272,           0.0045272,            0.044627
                  75,            0.037638,            0.043688,            0.006883,             0.88999,             0.84139,             0.90486,             0.64038,            0.034179,            0.023475,           0.0033218,           0.0045677,           0.0045677,            0.043868
                  76,            0.037826,            0.040715,           0.0065623,             0.91144,             0.84087,             0.90742,             0.63872,            0.033283,            0.023794,           0.0033662,           0.0046076,           0.0046076,            0.043108
                  77,            0.037946,            0.042799,           0.0070108,             0.91025,             0.85209,             0.91528,             0.64028,            0.032865,            0.023517,           0.0032724,            0.004647,            0.004647,            0.042347
                  78,            0.039941,            0.044383,           0.0069847,             0.91299,             0.84495,             0.90375,              0.6344,            0.034106,            0.023504,           0.0032288,           0.0046858,           0.0046858,            0.041586
                  79,            0.039565,            0.045274,           0.0064514,             0.89766,             0.84966,             0.91066,              0.6366,            0.033066,            0.023548,           0.0032708,           0.0047241,           0.0047241,            0.040824
                  80,            0.037178,            0.046445,            0.006263,             0.93014,             0.85605,             0.92223,             0.66765,            0.031833,            0.023377,           0.0032366,           0.0047619,           0.0047619,            0.040062
                  81,            0.038892,            0.044635,           0.0069364,             0.90399,             0.85135,             0.91424,             0.63784,            0.033576,            0.023257,           0.0032343,           0.0047992,           0.0047992,            0.039299
